"","id","RQ1","Q3","Q4","RQ2A2","C총액1인MIS","RDAY평균","Q7","D_BUN","D_SEX","D_AGE","체류1순위","체류2순위","D_NAT_CLUST","만족한활동","class"
"6952",25003,"1","2","1","11","3","3","4","3","1","3","서울일TOT","부산일TOT","기타","11","1"
"6953",25004,"4","3","1","2","3","4","5","3","1","3","인천일TOT","울산일TOT","동남아시아","1","4"
"6954",25005,"1","1","1","11","3","3","5","3","1","2","서울일TOT","부산일TOT","유럽","13","1"
"6955",25006,"1","1","1","2","3","4","5","3","1","3","서울일TOT","없음","오세아니아,중동","4","1"
"6956",25008,"1","2","1","11","4","4","5","3","1","1","경기일TOT","서울일TOT","북아메리카","4","2"
"6957",25009,"1","1","1","11","2","3","4","3","2","2","서울일TOT","부산일TOT","동남아시아","2","1"
"6958",25010,"3","3","1","3","3","3","5","3","2","3","서울일TOT","없음","동남아시아","3","3"
"6959",25011,"4","3","1","2","4","5","5","3","1","4","서울일TOT","대전일TOT","오세아니아,중동","2","4"
"6960",25012,"2","1","1","11","2","3","5","3","2","1","서울일TOT","없음","유럽","2","1"
"6961",25014,"1","1","1","11","1","1","5","3","2","1","서울일TOT","없음","북아메리카","2","1"
"6962",25015,"4","3","1","2","2","4","5","3","2","2","서울일TOT","없음","동남아시아","2","3"
"6963",25019,"2","3","3","2","4","5","4","3","2","4","경기일TOT","없음","북아메리카","2","4"
"6964",25021,"1","3","1","1","5","5","5","3","1","4","서울일TOT","없음","오세아니아,중동","2","4"
"6965",25022,"2","1","1","2","3","4","5","3","2","2","서울일TOT","대구일TOT","동남아시아","9","1"
"6966",25023,"4","1","1","3","2","3","5","3","2","3","서울일TOT","대구일TOT","동남아시아","1","1"
"6967",25025,"1","1","1","2","2","4","4","3","2","5","서울일TOT","없음","북아메리카","2","3"
"6968",25026,"1","1","1","2","3","4","5","3","1","3","서울일TOT","없음","오세아니아,중동","4","1"
"6969",25032,"2","1","1","11","2","3","5","3","2","5","부산일TOT","서울일TOT","북아메리카","4","2"
"6970",25033,"1","3","3","2","4","5","4","3","1","4","경기일TOT","없음","북아메리카","2","4"
"6971",25034,"4","1","1","2","3","4","4","3","2","4","서울일TOT","제주일TOT","동남아시아","1","3"
"6972",25035,"4","3","1","3","5","5","5","3","1","5","서울일TOT","경기일TOT","동남아시아","2","4"
"6973",25036,"2","2","1","11","4","3","5","3","1","2","경기일TOT","부산일TOT","북아메리카","6","2"
"6974",25038,"4","3","1","11","4","3","5","3","1","4","서울일TOT","없음","오세아니아,중동","2","4"
"6975",25040,"1","3","3","2","3","5","4","3","2","3","경기일TOT","없음","북아메리카","14","4"
"6976",25042,"2","3","1","2","3","4","5","3","2","3","서울일TOT","인천일TOT","동남아시아","1","3"
"6977",25043,"3","1","1","11","2","2","5","3","2","2","서울일TOT","울산일TOT","동남아시아","7","1"
"6978",25045,"4","1","1","11","2","3","5","3","2","2","서울일TOT","없음","동남아시아","2","3"
"6979",25048,"1","1","1","2","4","5","5","3","2","3","서울일TOT","없음","유럽","2","1"
"6980",25053,"1","3","1","3","2","3","5","3","1","2","서울일TOT","인천일TOT","동남아시아","2","1"
"6981",25055,"4","3","1","2","5","5","5","3","1","5","서울일TOT","부산일TOT","북아메리카","4","4"
"6982",25059,"1","2","1","11","4","3","5","3","1","2","부산일TOT","서울일TOT","북아메리카","4","2"
"6983",25071,"1","2","1","11","4","4","5","3","2","3","서울일TOT","없음","북아메리카","6","1"
"6984",25072,"1","1","1","11","3","3","5","3","2","3","서울일TOT","경남일TOT","기타","4","1"
"6985",25073,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","유럽","2","1"
"6986",25074,"1","2","1","11","3","3","5","3","1","2","서울일TOT","부산일TOT","북아메리카","1","1"
"6987",25075,"1","1","1","11","3","3","4","3","1","4","서울일TOT","없음","기타","1","1"
"6988",25079,"1","2","1","11","3","3","5","3","1","2","인천일TOT","대전일TOT","기타","6","2"
"6989",25080,"1","2","1","2","2","4","5","3","1","2","서울일TOT","경남일TOT","북아메리카","3","1"
"6990",25081,"1","1","1","2","4","5","5","3","1","5","서울일TOT","없음","북아메리카","6","1"
"6991",25082,"1","2","1","11","4","4","5","3","1","2","부산일TOT","서울일TOT","북아메리카","5","2"
"6992",25083,"1","1","1","11","3","3","5","3","2","2","부산일TOT","서울일TOT","북아메리카","2","2"
"6993",25084,"1","1","1","11","3","3","5","3","1","2","부산일TOT","서울일TOT","북아메리카","11","2"
"6994",25086,"2","3","1","11","5","5","4","3","1","4","인천일TOT","없음","북아메리카","14","4"
"6995",25087,"4","3","1","11","2","3","5","3","1","5","인천일TOT","없음","북아메리카","1","4"
"6996",25089,"1","1","1","3","3","3","4","3","1","2","서울일TOT","부산일TOT","동남아시아","2","1"
"6997",25090,"4","1","1","11","4","4","5","3","1","2","울산일TOT","서울일TOT","동남아시아","2","2"
"6998",25092,"1","1","1","11","2","3","5","3","2","2","서울일TOT","부산일TOT","북아메리카","5","1"
"6999",25093,"4","3","1","1","3","5","5","3","1","3","서울일TOT","없음","오세아니아,중동","2","4"
"7000",25095,"2","3","1","2","2","4","5","3","1","4","경기일TOT","없음","동아시아","1","4"
"7001",25096,"1","1","1","2","4","4","5","3","2","2","서울일TOT","없음","동아시아","5","3"
"7002",25097,"1","3","1","11","5","3","4","3","2","2","부산일TOT","서울일TOT","북아메리카","2","2"
"7003",25098,"1","3","1","2","2","4","5","3","1","3","경기일TOT","없음","동아시아","1","4"
"7004",25099,"1","1","1","11","2","3","5","3","2","2","제주일TOT","서울일TOT","북아메리카","3","2"
"7005",25100,"1","1","1","3","2","3","5","3","2","4","경기일TOT","서울일TOT","동아시아","2","2"
"7006",25103,"1","3","1","3","4","5","4","3","1","4","충남일TOT","없음","유럽","14","4"
"7007",25104,"1","1","1","2","1","3","5","3","2","4","서울일TOT","인천일TOT","동아시아","2","3"
"7008",25106,"3","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","동아시아","1","1"
"7009",25110,"4","3","1","1","3","5","4","3","1","3","서울일TOT","없음","동남아시아","2","4"
"7010",25111,"3","6","1","1","1","4","5","3","2","2","서울일TOT","없음","동아시아","2","3"
"7011",25112,"4","3","1","2","2","4","5","3","2","3","서울일TOT","없음","동아시아","1","3"
"7012",25115,"2","3","1","11","5","5","4","3","1","3","인천일TOT","없음","북아메리카","3","4"
"7013",25129,"1","1","1","3","3","4","5","3","1","2","서울일TOT","부산일TOT","유럽","1","1"
"7014",25130,"3","1","1","2","2","4","5","3","1","3","서울일TOT","없음","동아시아","1","3"
"7015",25133,"4","3","1","2","4","5","5","3","1","4","부산일TOT","서울일TOT","북아메리카","14","4"
"7016",25135,"4","2","1","11","4","3","5","3","1","4","서울일TOT","없음","북아메리카","1","2"
"7017",25137,"1","3","2","3","5","5","5","3","1","5","서울일TOT","없음","오세아니아,중동","6","4"
"7018",25138,"4","1","1","2","5","5","5","3","2","4","서울일TOT","인천일TOT","동아시아","4","3"
"7019",25145,"4","3","2","2","4","5","5","3","1","4","경남일TOT","인천일TOT","오세아니아,중동","16","4"
"7020",25150,"1","1","1","3","5","5","5","3","1","5","제주일TOT","서울일TOT","기타","3","2"
"7021",25152,"1","2","1","11","4","3","5","3","2","4","서울일TOT","부산일TOT","유럽","4","1"
"7022",25155,"1","1","1","3","5","5","5","3","2","2","서울일TOT","제주일TOT","기타","11","1"
"7023",25157,"1","1","1","3","3","3","5","3","2","2","서울일TOT","부산일TOT","기타","1","1"
"7024",25158,"1","2","1","2","3","3","3","3","1","4","서울일TOT","부산일TOT","유럽","2","1"
"7025",25159,"1","1","1","11","4","3","4","3","2","1","서울일TOT","경남일TOT","유럽","1","1"
"7026",25161,"1","3","2","2","3","5","5","3","2","2","서울일TOT","없음","기타","15","4"
"7027",25164,"1","2","1","11","4","3","4","3","2","5","경기일TOT","서울일TOT","유럽","17","2"
"7028",25167,"2","4","1","11","3","3","5","3","2","2","전남일TOT","서울일TOT","기타","6","2"
"7029",25168,"1","3","1","2","4","5","4","3","2","2","대전일TOT","없음","기타","2","4"
"7030",25170,"1","1","1","11","4","3","5","3","2","2","강원일TOT","서울일TOT","기타","1","2"
"7031",25171,"1","1","1","11","2","3","4","3","2","2","서울일TOT","없음","오세아니아,중동","6","1"
"7032",25172,"1","1","1","11","3","3","4","3","2","3","서울일TOT","없음","기타","12","1"
"7033",25176,"2","3","1","2","4","5","4","3","1","3","서울일TOT","없음","유럽","14","4"
"7034",25179,"1","3","1","11","4","4","5","3","1","2","세종일TOT","없음","기타","14","4"
"7035",25180,"1","1","1","11","4","3","4","3","2","2","서울일TOT","없음","유럽","11","1"
"7036",25181,"1","1","1","11","4","3","5","3","2","2","서울일TOT","없음","유럽","7","1"
"7037",25182,"1","1","1","11","4","3","5","3","2","2","서울일TOT","없음","유럽","3","1"
"7038",25186,"4","3","1","2","4","5","4","3","1","4","부산일TOT","경남일TOT","유럽","2","4"
"7039",25191,"1","2","1","2","2","3","5","3","2","2","서울일TOT","없음","유럽","12","1"
"7040",25196,"2","2","1","12","3","2","5","3","2","5","서울일TOT","경남일TOT","유럽","3","1"
"7041",25202,"1","1","1","11","4","3","5","3","2","2","서울일TOT","없음","유럽","2","1"
"7042",25204,"1","1","1","11","4","3","5","3","2","2","서울일TOT","인천일TOT","기타","6","1"
"7043",25214,"4","3","1","2","3","4","5","3","2","3","서울일TOT","전남일TOT","유럽","2","4"
"7044",25215,"2","4","1","1","2","5","4","3","1","1","부산일TOT","없음","동남아시아","4","3"
"7045",25216,"4","2","1","11","5","3","5","3","1","4","부산일TOT","없음","유럽","1","2"
"7046",25218,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","유럽","4","1"
"7047",25220,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","유럽","4","1"
"7048",25223,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","유럽","2","1"
"7049",25225,"1","1","1","2","3","3","5","3","2","3","서울일TOT","없음","기타","6","1"
"7050",25226,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","유럽","1","1"
"7051",25227,"4","2","1","2","1","1","5","3","2","3","부산일TOT","없음","동아시아","2","3"
"7052",25229,"2","1","1","11","5","4","5","3","2","5","제주일TOT","서울일TOT","유럽","4","2"
"7053",25230,"1","1","1","11","3","3","5","3","1","4","서울일TOT","부산일TOT","기타","3","1"
"7054",25231,"1","1","1","3","2","3","4","3","2","2","서울일TOT","부산일TOT","동남아시아","1","1"
"7055",25232,"2","1","1","11","4","4","5","3","2","2","서울일TOT","없음","유럽","3","1"
"7056",25234,"4","1","1","11","3","3","5","3","1","2","서울일TOT","제주일TOT","유럽","17","1"
"7057",25237,"1","1","1","11","4","3","4","3","2","2","서울일TOT","인천일TOT","유럽","5","1"
"7058",25240,"1","1","1","11","5","3","5","3","2","5","서울일TOT","제주일TOT","유럽","6","1"
"7059",25242,"2","2","1","3","2","3","5","3","2","2","대구일TOT","부산일TOT","동남아시아","2","1"
"7060",25245,"2","1","1","2","3","4","5","3","1","2","서울일TOT","부산일TOT","기타","2","1"
"7061",25246,"4","3","1","2","5","5","5","3","2","5","서울일TOT","없음","유럽","17","4"
"7062",25248,"1","1","1","11","4","3","5","3","1","2","서울일TOT","부산일TOT","유럽","5","1"
"7063",25249,"1","1","1","11","4","3","5","3","1","2","서울일TOT","부산일TOT","유럽","5","1"
"7064",25252,"1","1","1","11","3","2","5","3","2","1","서울일TOT","부산일TOT","유럽","3","1"
"7065",25255,"1","1","1","11","3","3","5","3","2","2","서울일TOT","부산일TOT","유럽","3","1"
"7066",25258,"2","1","1","11","5","4","4","3","2","4","서울일TOT","제주일TOT","유럽","4","1"
"7067",25267,"2","3","1","2","2","4","5","3","2","3","부산일TOT","없음","유럽","14","4"
"7068",25270,"1","1","1","12","2","1","5","3","2","2","서울일TOT","없음","유럽","2","1"
"7069",25272,"3","2","1","11","3","3","4","3","1","2","서울일TOT","부산일TOT","유럽","5","1"
"7070",25275,"2","2","1","11","4","3","5","3","1","2","서울일TOT","없음","오세아니아,중동","6","1"
"7071",25290,"1","1","1","3","4","4","4","3","2","2","서울일TOT","없음","유럽","3","1"
"7072",25292,"4","2","1","11","5","5","5","3","2","1","서울일TOT","대전일TOT","북아메리카","13","2"
"7073",25294,"1","1","1","3","3","3","4","3","2","1","서울일TOT","없음","유럽","4","1"
"7074",25295,"1","3","1","3","4","4","5","3","1","3","경기일TOT","서울일TOT","기타","4","4"
"7075",25297,"4","2","1","11","5","5","5","3","1","5","서울일TOT","대전일TOT","북아메리카","13","2"
"7076",25299,"4","2","1","11","3","3","4","3","1","5","경북일TOT","광주일TOT","기타","3","2"
"7077",25300,"1","1","1","11","3","3","5","3","1","1","서울일TOT","없음","유럽","11","1"
"7078",25302,"1","2","1","2","2","3","5","3","1","2","서울일TOT","없음","동남아시아","1","3"
"7079",25306,"4","1","1","2","1","3","5","3","2","2","서울일TOT","없음","동아시아","2","3"
"7080",25307,"1","1","1","11","4","3","4","3","2","2","서울일TOT","제주일TOT","기타","2","1"
"7081",25308,"1","1","1","11","4","3","5","3","2","2","서울일TOT","경기일TOT","기타","4","1"
"7082",25315,"2","3","3","2","4","5","3","3","1","3","경기일TOT","없음","북아메리카","14","4"
"7083",25316,"1","1","1","11","4","3","4","3","2","3","서울일TOT","제주일TOT","기타","12","1"
"7084",25317,"1","3","1","11","5","5","4","3","1","3","서울일TOT","부산일TOT","유럽","3","4"
"7085",25318,"4","3","1","2","4","5","4","3","1","4","경기일TOT","없음","북아메리카","14","4"
"7086",25319,"4","2","1","12","2","1","3","3","2","3","부산일TOT","없음","기타","2","2"
"7087",25321,"4","3","1","11","3","2","4","3","1","3","경기일TOT","없음","동아시아","2","2"
"7088",25322,"1","3","1","3","5","5","5","3","1","3","서울일TOT","없음","기타","1","4"
"7089",25329,"2","3","1","12","3","1","5","3","2","2","서울일TOT","없음","기타","2","2"
"7090",25330,"2","6","3","11","4","4","4","3","2","4","경남일TOT","없음","동아시아","13","2"
"7091",25332,"1","3","2","2","4","5","5","3","1","3","경기일TOT","없음","유럽","14","4"
"7092",25334,"1","1","1","11","3","3","5","3","2","2","서울일TOT","없음","기타","3","1"
"7093",25336,"3","3","2","2","3","5","4","3","1","4","부산일TOT","서울일TOT","유럽","14","4"
"7094",25337,"1","6","3","11","4","3","4","3","2","6","경남일TOT","없음","동아시아","13","2"
"7095",25338,"4","3","1","3","5","5","4","3","1","2","충북일TOT","없음","유럽","14","4"
"7096",25342,"4","3","1","2","1","3","4","3","1","2","인천일TOT","없음","동아시아","2","3"
"7097",25343,"3","1","1","3","4","5","5","3","2","2","서울일TOT","없음","기타","1","1"
"7098",25344,"1","3","1","2","1","3","5","3","2","2","경기일TOT","없음","동아시아","2","2"
"7099",25347,"4","6","3","11","4","3","4","3","1","6","경남일TOT","없음","동아시아","13","2"
"7100",25348,"1","1","1","11","3","3","5","3","2","2","서울일TOT","없음","기타","5","1"
"7101",25349,"2","1","1","11","4","4","5","3","1","2","서울일TOT","없음","기타","1","1"
"7102",25350,"3","2","1","11","3","3","4","3","2","3","서울일TOT","부산일TOT","유럽","4","1"
"7103",25351,"1","1","1","11","4","3","4","3","1","2","서울일TOT","부산일TOT","유럽","3","1"
"7104",25352,"4","1","1","2","1","2","5","3","2","3","서울일TOT","없음","동아시아","7","3"
"7105",25353,"1","2","1","3","1","2","5","3","2","2","서울일TOT","없음","동아시아","2","3"
"7106",25354,"4","2","3","12","2","1","5","3","1","4","충남일TOT","서울일TOT","유럽","1","2"
"7107",25357,"4","2","1","11","4","3","5","3","1","3","서울일TOT","없음","유럽","1","1"
"7108",25359,"4","2","1","11","3","3","5","3","1","3","경북일TOT","서울일TOT","북아메리카","4","2"
"7109",25360,"1","1","1","11","3","3","5","3","1","3","서울일TOT","제주일TOT","유럽","1","1"
"7110",25361,"4","3","2","2","4","5","5","3","1","5","부산일TOT","없음","유럽","14","4"
"7111",25362,"1","2","1","3","3","3","4","3","2","1","서울일TOT","없음","기타","2","1"
"7112",25363,"1","1","1","11","3","3","5","3","1","1","서울일TOT","부산일TOT","유럽","4","1"
"7113",25364,"1","1","1","11","3","3","5","3","2","4","서울일TOT","부산일TOT","유럽","4","1"
"7114",25365,"1","1","1","3","4","4","5","3","2","2","서울일TOT","없음","유럽","4","1"
"7115",25366,"1","2","1","11","4","3","5","3","1","2","서울일TOT","부산일TOT","북아메리카","5","1"
"7116",25367,"1","1","1","11","4","3","5","3","1","2","서울일TOT","대구일TOT","유럽","6","1"
"7117",25369,"1","3","1","2","5","5","5","3","1","5","인천일TOT","없음","오세아니아,중동","14","4"
"7118",25370,"1","2","1","11","3","3","5","3","1","2","서울일TOT","제주일TOT","유럽","1","1"
"7119",25371,"1","1","1","11","4","3","5","3","1","3","서울일TOT","제주일TOT","기타","4","1"
"7120",25372,"1","1","1","11","4","3","5","3","2","2","서울일TOT","제주일TOT","기타","6","1"
"7121",25373,"1","1","1","11","5","4","5","3","2","4","서울일TOT","제주일TOT","기타","3","1"
"7122",25374,"4","1","1","11","5","4","5","3","2","3","서울일TOT","없음","동아시아","9","3"
"7123",25377,"1","1","1","11","2","3","5","3","1","2","서울일TOT","없음","유럽","4","1"
"7124",25381,"1","1","1","2","2","3","5","3","2","2","서울일TOT","없음","동아시아","2","3"
"7125",25383,"2","1","1","2","2","3","5","3","1","2","서울일TOT","없음","동아시아","11","3"
"7126",25384,"1","1","1","11","4","3","5","3","2","2","서울일TOT","부산일TOT","기타","2","1"
"7127",25386,"1","2","1","11","4","3","5","3","2","5","서울일TOT","없음","기타","3","1"
"7128",25389,"2","4","1","2","3","3","4","3","2","2","서울일TOT","없음","기타","2","1"
"7129",25390,"1","1","1","12","3","2","5","3","2","1","서울일TOT","부산일TOT","유럽","2","1"
"7130",25393,"3","1","1","11","3","3","5","3","2","2","서울일TOT","없음","기타","2","1"
"7131",25394,"1","3","1","1","3","5","4","3","1","3","경기일TOT","없음","동아시아","14","4"
"7132",25397,"1","1","1","11","3","3","5","3","2","3","서울일TOT","경북일TOT","기타","3","1"
"7133",25398,"3","2","1","11","4","3","5","3","1","3","서울일TOT","없음","기타","1","1"
"7134",25400,"1","3","1","1","3","5","4","3","1","2","서울일TOT","없음","기타","14","4"
"7135",25403,"1","1","1","11","2","3","5","3","2","3","서울일TOT","부산일TOT","기타","3","1"
"7136",25404,"4","3","1","1","1","3","4","3","1","3","서울일TOT","없음","동아시아","14","4"
"7137",25406,"4","1","1","2","4","4","4","3","2","4","서울일TOT","없음","동아시아","1","3"
"7138",25408,"1","1","1","11","2","2","3","3","2","2","서울일TOT","없음","동아시아","2","3"
"7139",25410,"4","1","1","2","2","3","5","3","2","4","서울일TOT","없음","동아시아","1","3"
"7140",25411,"1","2","1","2","1","2","5","3","1","2","서울일TOT","없음","동아시아","1","3"
"7141",25412,"3","3","1","2","3","5","4","3","1","4","경기일TOT","없음","오세아니아,중동","14","4"
"7142",25413,"1","1","1","3","3","4","5","3","2","2","서울일TOT","제주일TOT","북아메리카","1","1"
"7143",25414,"1","3","1","2","4","5","4","3","1","4","서울일TOT","없음","기타","5","4"
"7144",25416,"4","1","1","2","5","5","4","3","2","4","서울일TOT","없음","동아시아","2","3"
"7145",25417,"1","1","1","3","3","4","5","3","1","2","서울일TOT","제주일TOT","북아메리카","2","1"
"7146",25418,"2","1","1","12","5","3","4","3","1","2","서울일TOT","없음","동아시아","2","2"
"7147",25429,"3","1","1","12","2","2","5","3","2","1","서울일TOT","없음","오세아니아,중동","2","1"
"7148",25430,"1","1","1","11","3","3","5","3","2","2","서울일TOT","없음","유럽","1","1"
"7149",25432,"3","1","1","2","4","5","5","3","1","5","서울일TOT","부산일TOT","동남아시아","1","1"
"7150",25434,"1","3","1","2","4","4","5","3","1","3","서울일TOT","인천일TOT","오세아니아,중동","2","4"
"7151",25436,"2","2","1","2","1","2","5","3","2","3","경기일TOT","서울일TOT","북아메리카","3","2"
"7152",25438,"1","3","1","2","3","4","5","3","2","2","서울일TOT","없음","북아메리카","4","1"
"7153",25441,"3","1","1","11","4","3","5","3","2","2","서울일TOT","없음","기타","2","1"
"7154",25442,"2","4","1","12","2","1","4","3","2","2","경기일TOT","서울일TOT","동아시아","9","2"
"7155",25444,"3","2","1","2","2","3","5","3","2","2","서울일TOT","경기일TOT","북아메리카","5","1"
"7156",25445,"2","2","1","2","4","5","4","3","1","3","서울일TOT","없음","동남아시아","2","3"
"7157",25451,"2","1","1","2","3","4","5","3","2","2","서울일TOT","부산일TOT","동남아시아","2","1"
"7158",25452,"3","2","1","11","3","3","5","3","2","2","서울일TOT","제주일TOT","북아메리카","2","1"
"7159",25454,"1","3","1","2","4","5","5","3","2","3","서울일TOT","없음","오세아니아,중동","2","4"
"7160",25456,"1","2","1","11","3","3","5","3","1","2","서울일TOT","제주일TOT","북아메리카","5","1"
"7161",25460,"1","2","1","3","4","4","5","3","2","1","울산일TOT","서울일TOT","북아메리카","13","2"
"7162",25463,"4","3","1","11","2","3","5","3","1","4","충남일TOT","경남일TOT","유럽","14","4"
"7163",25464,"1","3","1","3","2","3","4","3","1","4","경남일TOT","전북일TOT","유럽","3","4"
"7164",25469,"4","1","1","2","5","5","5","3","2","4","서울일TOT","부산일TOT","동남아시아","2","3"
"7165",25470,"3","1","1","2","4","5","4","3","2","4","서울일TOT","부산일TOT","동남아시아","2","3"
"7166",25480,"1","2","1","2","4","5","5","3","2","4","서울일TOT","없음","북아메리카","6","1"
"7167",25482,"1","3","1","2","5","5","5","3","1","2","서울일TOT","경기일TOT","기타","2","4"
"7168",25483,"2","2","1","11","3","3","5","3","2","3","경기일TOT","서울일TOT","북아메리카","2","2"
"7169",25486,"1","1","1","2","1","3","5","3","1","2","서울일TOT","없음","북아메리카","2","3"
"7170",25487,"1","3","1","11","5","5","5","3","1","3","경남일TOT","없음","북아메리카","4","4"
"7171",25488,"2","2","1","11","2","3","5","3","2","3","서울일TOT","강원일TOT","유럽","3","1"
"7172",25489,"1","1","1","2","4","5","5","3","2","6","서울일TOT","없음","북아메리카","2","1"
"7173",25491,"1","2","1","2","3","4","5","3","2","2","서울일TOT","없음","북아메리카","2","1"
"7174",25492,"4","1","1","3","3","3","5","3","2","4","서울일TOT","없음","동남아시아","1","3"
"7175",25498,"1","1","1","3","3","3","5","3","1","2","서울일TOT","대구일TOT","유럽","5","1"
"7176",25502,"2","2","1","3","4","4","5","3","2","6","서울일TOT","없음","북아메리카","2","1"
"7177",25503,"1","3","1","2","3","5","4","3","1","2","강원일TOT","없음","기타","14","4"
"7178",25506,"3","3","1","2","5","5","5","3","2","2","서울일TOT","없음","유럽","2","4"
"7179",25507,"3","1","1","2","3","5","5","3","2","3","서울일TOT","없음","동남아시아","2","3"
"7180",25508,"3","3","1","11","5","4","5","3","2","3","서울일TOT","인천일TOT","북아메리카","4","4"
"7181",25510,"4","3","1","2","3","5","5","3","1","5","서울일TOT","부산일TOT","동남아시아","2","4"
"7182",25511,"3","1","1","3","4","4","5","3","2","4","경기일TOT","서울일TOT","북아메리카","1","2"
"7183",25514,"3","4","1","3","3","3","5","3","1","3","경남일TOT","없음","기타","2","2"
"7184",25516,"1","6","1","3","3","3","5","3","2","2","경남일TOT","없음","오세아니아,중동","13","2"
"7185",25517,"1","2","1","11","4","3","5","3","2","3","서울일TOT","없음","오세아니아,중동","3","1"
"7186",25518,"2","3","1","3","5","5","5","3","1","2","서울일TOT","경기일TOT","기타","14","4"
"7187",25519,"2","6","1","3","3","3","5","3","1","4","경남일TOT","없음","오세아니아,중동","13","2"
"7188",25520,"1","6","1","3","3","3","5","3","1","6","경남일TOT","없음","오세아니아,중동","13","2"
"7189",25521,"1","1","1","2","4","5","5","3","2","4","서울일TOT","없음","북아메리카","1","1"
"7190",25522,"3","3","1","2","5","5","4","3","2","5","인천일TOT","서울일TOT","북아메리카","2","4"
"7191",25525,"1","2","1","3","3","3","5","3","1","5","인천일TOT","서울일TOT","북아메리카","6","2"
"7192",25529,"1","3","2","3","4","5","4","3","1","2","전북일TOT","없음","기타","14","4"
"7193",25530,"2","2","1","3","3","4","5","3","1","3","서울일TOT","부산일TOT","북아메리카","3","1"
"7194",25531,"1","1","1","2","3","4","5","3","2","1","서울일TOT","없음","동남아시아","2","3"
"7195",25533,"1","3","1","2","3","5","4","3","1","4","서울일TOT","없음","오세아니아,중동","14","4"
"7196",25534,"3","1","1","2","3","4","4","3","2","3","서울일TOT","없음","동남아시아","1","3"
"7197",25535,"1","1","1","3","4","4","5","3","1","2","강원일TOT","서울일TOT","유럽","13","2"
"7198",25536,"1","1","1","11","4","4","5","3","2","2","서울일TOT","부산일TOT","북아메리카","5","1"
"7199",25540,"2","3","1","2","5","5","4","3","1","2","광주일TOT","없음","북아메리카","14","4"
"7200",25541,"1","1","1","11","4","3","5","3","2","2","서울일TOT","경북일TOT","기타","6","1"
"7201",25542,"1","3","1","2","3","4","4","3","2","2","부산일TOT","없음","북아메리카","1","4"
"7202",25543,"2","2","1","11","5","3","5","3","2","5","충북일TOT","서울일TOT","북아메리카","5","2"
"7203",25544,"1","2","1","2","4","5","5","3","2","4","서울일TOT","없음","북아메리카","4","1"
"7204",25547,"1","2","1","11","4","4","5","3","2","5","서울일TOT","부산일TOT","북아메리카","3","1"
"7205",25548,"1","4","1","11","4","3","5","3","2","2","서울일TOT","없음","기타","2","1"
"7206",25549,"1","2","1","12","2","1","5","3","2","2","인천일TOT","경기일TOT","동남아시아","4","2"
"7207",25550,"1","3","1","2","3","5","5","3","1","5","서울일TOT","없음","동남아시아","14","4"
"7208",25552,"1","1","1","3","3","4","5","3","1","4","서울일TOT","없음","북아메리카","2","1"
"7209",25555,"1","1","1","11","3","3","5","3","1","2","대구일TOT","없음","북아메리카","1","2"
"7210",25556,"1","3","1","11","4","4","5","3","1","3","충남일TOT","없음","북아메리카","14","4"
"7211",25558,"1","1","1","3","4","4","5","3","2","4","서울일TOT","없음","북아메리카","2","1"
"7212",25560,"1","3","1","2","3","4","5","3","1","2","전남일TOT","서울일TOT","북아메리카","1","4"
"7213",25561,"1","3","1","2","2","4","5","3","2","3","서울일TOT","없음","유럽","14","4"
"7214",25562,"2","1","1","2","4","5","5","3","1","5","서울일TOT","제주일TOT","동남아시아","1","1"
"7215",25564,"1","2","1","11","3","3","5","3","2","5","경남일TOT","없음","북아메리카","2","2"
"7216",25565,"3","1","1","2","4","5","5","3","2","5","서울일TOT","제주일TOT","동남아시아","1","3"
"7217",25566,"1","1","1","3","4","4","5","3","1","2","서울일TOT","제주일TOT","유럽","2","1"
"7218",25569,"2","2","1","3","5","5","5","3","2","2","서울일TOT","없음","기타","4","1"
"7219",25570,"1","1","1","3","5","5","4","3","2","2","서울일TOT","없음","기타","4","1"
"7220",25572,"3","1","1","11","5","4","5","3","2","1","경기일TOT","서울일TOT","북아메리카","1","2"
"7221",25573,"1","3","1","2","3","4","5","3","1","3","서울일TOT","없음","기타","4","4"
"7222",25577,"2","1","1","2","1","3","4","3","1","2","서울일TOT","인천일TOT","동아시아","4","3"
"7223",25579,"4","2","1","11","3","3","4","3","1","4","서울일TOT","강원일TOT","유럽","3","1"
"7224",25580,"1","1","1","3","3","4","4","3","2","2","서울일TOT","없음","북아메리카","8","1"
"7225",25581,"1","1","1","2","1","3","4","3","1","3","서울일TOT","없음","동남아시아","1","3"
"7226",25582,"3","2","1","11","3","3","5","3","2","1","서울일TOT","강원일TOT","유럽","1","1"
"7227",25592,"3","2","1","3","3","3","5","3","2","2","대구일TOT","제주일TOT","북아메리카","3","2"
"7228",25594,"2","3","1","2","4","5","5","3","1","3","경기일TOT","서울일TOT","북아메리카","14","4"
"7229",25595,"2","3","1","2","5","5","5","3","1","2","서울일TOT","없음","북아메리카","14","4"
